ID,Date,Element,Data_Value
CA006111467,2009-09-03,TMAX,245
CA006111467,2009-09-03,TMIN,50
CA006116679,2005-05-22,TMIN,60
CA006127890,2008-11-18,TMIN,-50
CA006119500,2010-03-14,TMIN,25
CA006119500,2013-01-28,TMIN,-39
CA006114979,2014-12-02,TMAX,-15
CA006119500,2006-11-26,TMAX,118
CA006119274,2005-07-16,TMAX,280
CA006114979,2009-07-08,TMIN,115
CA006119500,2006-04-07,TMIN,-21
CA006119500,2006-04-07,TMAX,83
CA006114979,2009-07-08,TMAX,215
CA006111467,2012-04-02,TMIN,-35
CA006119500,2005-05-26,TMIN,55
CA006116679,2012-06-04,TMIN,50
CA006127890,2007-01-29,TMIN,-120
CA006116679,2012-06-04,TMAX,155
CA006119500,2005-04-27,TMAX,103
CA006116679,2005-12-05,TMIN,-90
CA006119274,2005-07-16,TMIN,210
CA006127890,2007-01-29,TMAX,-60
CA006119500,2010-03-14,TMAX,64
CA006114979,2012-03-11,TMIN,-15
CA006119500,2006-11-26,TMIN,81
CA006114979,2014-12-02,TMIN,-135
CA006119500,2007-01-03,TMIN,14
CA006119274,2005-10-10,TMIN,40
CA006127890,2005-03-24,TMAX,45
CA006114979,2014-02-22,TMIN,-40
CA006116132,2005-11-30,TMAX,25
CA006116132,2006-08-19,TMIN,110
CA006119500,2012-03-20,TMIN,132
CA006116132,2006-05-08,TMIN,80
CA006116132,2006-05-08,TMAX,220
CA006119500,2007-04-20,TMIN,-4
CA006119500,2009-11-15,TMIN,27
CA006119500,2009-11-15,TMAX,116
CA006119500,2007-04-20,TMAX,197
CA006147229,2006-04-25,TMIN,-20
CA006116132,2007-07-24,TMIN,125
CA006114979,2012-11-30,TMIN,-70
CA006114979,2012-11-30,TMAX,50
CA006116679,2005-12-05,TMAX,-70
CA006111467,2012-04-02,TMAX,100
CA006119500,2007-01-03,TMAX,60
CA006114979,2012-09-10,TMIN,45
CA006116679,2005-05-29,TMIN,40
CA006114979,2012-02-23,TMIN,-65
CA006114979,2011-02-21,TMIN,-175
CA006128206,2011-03-24,TMIN,-110
CA006116132,2007-01-03,TMAX,70
CA006116132,2007-01-03,TMIN,-10
CA006147229,2006-06-17,TMAX,300
CA006111467,2009-04-04,TMIN,0
CA006119500,2009-07-18,TMAX,167
CA006111467,2005-06-04,TMAX,240
CA006128206,2005-07-29,TMIN,110
CA006128206,2005-07-29,TMAX,250
CA006116132,2007-02-02,TMAX,-30
CA006116132,2005-12-06,TMIN,-70
CA006114979,2006-08-16,TMIN,80
CA006147229,2005-11-17,TMAX,10
CA006127890,2009-05-15,TMIN,40
CA006127890,2009-05-15,TMAX,195
CA006114979,2006-08-24,TMIN,100
CA006147229,2005-05-04,TMAX,100
CA006147229,2005-11-17,TMIN,-45
CA006111467,2007-09-24,TMIN,75
CA006147229,2005-03-15,TMIN,-95
CA006114979,2012-09-14,TMAX,175
CA006116679,2006-04-25,TMAX,50
CA006119274,2006-04-11,TMAX,205
CA006147229,2005-05-04,TMIN,-5
CA006114979,2012-09-14,TMIN,115
CA006111467,2011-12-06,TMAX,5
CA006128206,2011-03-24,TMAX,-60
CA006116679,2006-04-25,TMIN,-15
CA006111467,2011-04-16,TMIN,40
CA006119500,2005-12-29,TMIN,-40
CA006111467,2011-12-06,TMIN,-20
CA006127890,2009-08-08,TMAX,225
CA006127890,2010-08-25,TMIN,150
CA006127890,2009-08-08,TMIN,115
CA006111467,2009-08-07,TMIN,75
CA006111467,2009-08-07,TMAX,220
CA006147229,2005-03-15,TMAX,5
CA006111467,2007-09-24,TMAX,275
CA006147229,2005-05-02,TMIN,5
CA006119500,2013-01-13,TMIN,2
CA006114979,2006-08-24,TMAX,245
CA006127890,2007-03-21,TMIN,-100
CA006127890,2007-03-21,TMAX,135
CA006114979,2015-05-23,TMIN,-30
CA006119500,2005-12-29,TMAX,14
CA006128206,2006-04-19,TMAX,220
CA006128206,2006-06-13,TMIN,60
CA006119500,2011-05-26,TMIN,43
CA006128206,2006-06-13,TMAX,200
CA006119500,2011-05-26,TMAX,108
CA006147229,2006-07-25,TMAX,295
CA006147229,2006-07-25,TMIN,195
CA006128206,2006-04-19,TMIN,30
CA006127890,2009-01-16,TMAX,-90
CA006114979,2009-04-13,TMIN,-85
CA006114979,2009-04-13,TMAX,95
CA006116132,2005-12-06,TMAX,-45
CA006116679,2005-05-15,TMAX,90
CA006128206,2005-05-21,TMAX,230
CA006111467,2005-06-04,TMIN,105
CA006119500,2006-02-08,TMIN,-175
CA006114979,2015-05-23,TMAX,200
CA006119500,2008-12-05,TMAX,-36
CA006147229,2006-06-17,TMIN,185
CA006119500,2013-01-13,TMAX,75
CA006114979,2006-08-16,TMAX,245
CA006119500,2009-07-18,TMIN,117
CA006114979,2005-04-08,TMIN,-30
CA006114979,2015-10-18,TMIN,-45
CA006114979,2011-02-21,TMAX,-110
CA006119500,2014-07-15,TMIN,123
CA006114979,2005-04-08,TMAX,120
CA006119500,2006-02-08,TMAX,-67
CA006119500,2011-02-21,TMIN,-144
CA006111467,2006-01-05,TMAX,0
CA006119500,2012-01-25,TMAX,-13
CA006119500,2012-01-25,TMIN,-36
CA006119500,2014-07-15,TMAX,188
CA006111467,2009-04-04,TMAX,25
CA006128206,2005-05-21,TMIN,40
CA006119274,2006-04-11,TMIN,55
CA006119274,2006-06-06,TMAX,270
CA006127890,2010-08-25,TMAX,225
CA006111467,2006-05-08,TMIN,35
CA006127890,2010-06-26,TMIN,165
CA006111467,2006-05-08,TMAX,230
CA006116679,2005-12-16,TMIN,-55
CA006119500,2008-06-24,TMIN,89
CA006111467,2007-09-15,TMAX,130
CA006111467,2007-09-15,TMIN,65
CA006119500,2008-06-24,TMAX,208
CA006116132,2005-11-04,TMAX,175
CA006147229,2005-02-15,TMAX,40
CA006147229,2005-02-13,TMAX,-60
CA006119500,2013-12-05,TMIN,-10
CA006116132,2005-11-04,TMIN,70
CA006119500,2013-12-05,TMAX,106
CA006111467,2013-01-28,TMAX,25
CA006111467,2013-01-28,TMIN,-50
CA006116679,2005-06-12,TMAX,285
CA006116679,2011-02-20,TMIN,-170
CA006116679,2005-06-12,TMIN,200
CA006127890,2010-06-26,TMAX,225
CA006111467,2013-04-07,TMAX,100
CA006116679,2005-12-16,TMAX,-15
CA006119500,2008-12-05,TMIN,-67
CA006111467,2012-07-01,TMAX,270
CA006111467,2008-07-28,TMAX,235
CA006111467,2008-07-28,TMIN,130
CA006116132,2005-01-06,TMIN,-95
CA006114979,2014-02-20,TMAX,50
CA006119500,2005-08-28,TMAX,259
CA006114979,2014-07-29,TMIN,75
CA006111467,2009-03-31,TMIN,-70
CA006119500,2011-04-09,TMAX,132
CA006111467,2013-04-07,TMIN,10
CA006119500,2011-04-09,TMIN,-25
CA006127890,2007-09-30,TMIN,105
CA006116679,2006-01-23,TMAX,-5
CA006119274,2005-12-28,TMAX,5
CA006147229,2005-02-13,TMIN,-160
CA006116679,2006-01-23,TMIN,-135
CA006147229,2006-09-19,TMAX,185
CA006114979,2011-02-07,TMAX,-25
CA006147229,2006-09-19,TMIN,105
CA006119500,2006-04-04,TMIN,-34
CA006111467,2012-03-20,TMAX,275
CA006111467,2012-03-20,TMIN,120
CA006114979,2008-12-29,TMIN,-30
CA006119274,2006-02-25,TMAX,-15
CA006128206,2006-07-31,TMIN,180
CA006127890,2006-06-04,TMIN,90
CA006127890,2006-06-04,TMAX,230
CA006128206,2006-07-31,TMAX,320
CA006111467,2011-09-17,TMAX,170
CA006111467,2011-09-17,TMIN,5
CA006116132,2007-02-02,TMIN,-90
CA006111467,2009-02-02,TMIN,-125
CA006111467,2011-04-16,TMAX,90
CA006114979,2015-07-05,TMAX,260
CA006114979,2008-12-29,TMAX,25
CA006147229,2005-05-02,TMAX,65
CA006128206,2006-03-12,TMIN,30
CA006116132,2005-08-13,TMAX,270
CA006116132,2005-08-13,TMIN,165
CA006147229,2006-11-26,TMAX,135
CA006116679,2012-01-25,TMAX,-40
CA006119500,2011-02-21,TMAX,-96
CA006116679,2012-01-25,TMIN,-75
CA006111467,2013-03-09,TMIN,-55
CA006111467,2013-03-09,TMAX,70
CA006114979,2011-02-07,TMIN,-90
CA006116679,2011-02-20,TMAX,-20
CA006116132,2005-04-05,TMIN,0
CA006114979,2007-01-16,TMIN,-165
CA006114979,2015-10-18,TMAX,35
CA006111467,2009-02-02,TMAX,5
CA006119500,2011-12-06,TMAX,-1
CA006119500,2011-12-06,TMIN,-29
CA006114979,2007-12-03,TMAX,-45
CA006114979,2013-10-26,TMAX,35
CA006111467,2007-01-03,TMAX,65
CA006111467,2007-01-03,TMIN,0
CA006147229,2006-11-26,TMIN,70
CA006114979,2013-10-26,TMIN,5
CA006119500,2012-10-17,TMIN,74
CA006119500,2012-10-17,TMAX,202
CA006111467,2009-03-29,TMAX,95
CA006116132,2006-07-24,TMIN,130
CA006116132,2006-07-24,TMAX,280
CA006111467,2007-07-10,TMIN,160
CA006114979,2005-08-09,TMIN,175
CA006111467,2007-11-09,TMIN,5
CA006114979,2005-10-15,TMAX,140
CA006114979,2007-01-31,TMIN,-145
CA006114979,2007-01-31,TMAX,-70
CA006111467,2005-09-14,TMAX,250
CA006116679,2005-06-21,TMIN,110
CA006116679,2005-06-21,TMAX,215
CA006111467,2012-06-08,TMIN,90
CA006111467,2012-06-08,TMAX,250
CA006111467,2005-09-14,TMIN,190
CA006116132,2006-01-26,TMIN,-115
CA006119500,2009-11-18,TMIN,-22
CA006119500,2009-11-18,TMAX,127
CA006127890,2007-11-08,TMAX,30
CA006116132,2006-01-26,TMAX,-40
CA006116679,2006-01-09,TMAX,-5
CA006147229,2005-01-23,TMAX,-120
CA006114979,2012-01-20,TMIN,-155
CA006111467,2012-04-17,TMAX,30
CA006111467,2012-04-17,TMIN,10
CA006119500,2009-12-05,TMAX,-7
CA006119500,2009-12-05,TMIN,-34
CA006119500,2010-06-26,TMIN,131
CA006111467,2007-07-10,TMAX,315
CA006119500,2008-11-15,TMAX,66
CA006114979,2005-05-24,TMAX,155
CA006119500,2010-03-26,TMIN,-82
CA006119500,2012-08-01,TMAX,261
CA006119500,2010-03-26,TMAX,-34
CA006119500,2012-08-01,TMIN,153
CA006111467,2007-11-09,TMAX,60
CA006127890,2007-06-21,TMIN,115
CA006116132,2006-02-27,TMIN,-140
CA006114979,2005-08-09,TMAX,305
CA006127890,2007-11-08,TMIN,-5
CA006111467,2009-05-03,TMIN,0
CA006127890,2007-06-21,TMAX,175
CA006119274,2005-04-19,TMAX,280
CA006111467,2013-06-05,TMIN,65
CA006114979,2014-10-06,TMAX,145
CA006114979,2014-10-06,TMIN,35
CA006116679,2013-09-09,TMIN,55
CA006114979,2007-02-02,TMAX,-50
CA006116679,2014-02-12,TMIN,-280
CA006116132,2007-11-07,TMIN,0
CA006114979,2006-12-31,TMAX,80
CA006111467,2007-12-27,TMIN,-90
CA006111467,2011-01-18,TMIN,-85
CA006111467,2007-12-27,TMAX,10
CA006114979,2007-02-02,TMIN,-85
CA006114979,2006-12-31,TMIN,-65
CA006111467,2009-10-11,TMAX,65
CA006116132,2007-11-07,TMAX,30
CA006111467,2011-01-18,TMAX,10
CA006119500,2009-12-16,TMIN,-75
CA006116679,2014-02-12,TMAX,-90
CA006116132,2006-06-25,TMAX,230
CA006111467,2005-05-30,TMAX,200
CA006111467,2012-10-11,TMAX,70
CA006116132,2006-06-25,TMIN,105
CA006127890,2005-11-08,TMIN,40
CA006127890,2005-11-08,TMAX,115
CA006119274,2005-04-19,TMIN,95
CA006116132,2005-09-23,TMIN,140
CA006128206,2011-03-30,TMAX,60
CA006128206,2011-03-30,TMIN,-60
CA006127890,2008-01-22,TMAX,-35
CA006127890,2008-01-22,TMIN,-80
CA006116132,2005-09-23,TMAX,160
CA006119500,2005-01-06,TMAX,-53
CA006119500,2005-01-06,TMIN,-78
CA006116679,2005-10-30,TMAX,135
CA006119500,2014-09-11,TMIN,88
CA006111467,2012-10-11,TMIN,-5
CA006119500,2014-09-11,TMAX,218
CA006116679,2005-10-30,TMIN,15
CA006111467,2013-06-05,TMAX,195
CA006111467,2009-10-11,TMIN,-10
CA006111467,2007-04-22,TMAX,255
CA006119500,2010-01-31,TMAX,-42
CA006119500,2013-11-14,TMIN,26
CA006119500,2013-11-14,TMAX,73
CA006111467,2005-09-26,TMIN,145
CA006111467,2005-09-26,TMAX,185
CA006116132,2007-04-22,TMIN,90
CA006116132,2007-04-22,TMAX,255
CA006127890,2007-09-22,TMAX,215
CA006116679,2012-08-01,TMAX,260
CA006116679,2012-08-01,TMIN,150
CA006147229,2006-03-03,TMAX,-60
CA006147229,2006-03-03,TMIN,-130
CA006119500,2007-08-03,TMAX,265
CA006119500,2007-08-03,TMIN,165
CA006116132,2007-11-17,TMAX,50
CA006114979,2013-07-24,TMAX,195
CA006114979,2013-07-24,TMIN,90
CA006119500,2012-03-31,TMIN,-24
CA006127890,2007-09-22,TMIN,165
CA006119500,2012-03-31,TMAX,61
CA006119500,2013-09-09,TMIN,75
CA006119500,2005-01-12,TMIN,-40
CA006114979,2014-06-19,TMAX,225
CA006114979,2005-05-24,TMIN,55
CA006114979,2005-01-25,TMAX,-70
CA006119500,2006-05-25,TMAX,229
CA006119500,2006-05-25,TMIN,115
CA006127890,2009-05-22,TMAX,170
CA006128206,2006-05-09,TMAX,240
CA006116132,2007-10-16,TMAX,170
CA006128206,2006-05-09,TMIN,65
CA006111467,2009-06-28,TMIN,160
CA006119500,2005-01-12,TMAX,108
CA006116132,2007-10-16,TMIN,70
CA006111467,2008-04-06,TMAX,145
CA006111467,2008-04-06,TMIN,15
CA006119500,2011-12-29,TMAX,-33
CA006119500,2011-12-29,TMIN,-131
CA006119500,2009-10-11,TMAX,67
CA006119500,2009-10-11,TMIN,-4
CA006119500,2010-01-31,TMIN,-109
CA006116132,2007-11-17,TMIN,-40
CA006128206,2006-05-10,TMIN,110
CA006119500,2010-10-24,TMIN,107
CA006116132,2006-02-27,TMAX,-35
CA006119500,2009-07-22,TMIN,134
CA006116679,2006-01-09,TMIN,-30
CA006128206,2005-12-30,TMAX,-40
CA006116679,2012-12-26,TMIN,-85
CA006116679,2012-12-26,TMAX,-65
CA006119500,2010-05-10,TMAX,112
CA006111467,2005-05-04,TMAX,110
CA006111467,2005-05-04,TMIN,-15
CA006119500,2010-05-10,TMIN,-8
CA006119500,2010-06-26,TMAX,193
CA006114979,2012-01-20,TMAX,-110
CA006111467,2008-08-11,TMAX,220
CA006111467,2009-05-03,TMAX,190
CA006111467,2007-04-22,TMIN,45
CA006111467,2008-08-11,TMIN,85
CA006119500,2009-07-22,TMAX,258
CA006128206,2006-05-10,TMAX,260
CA006128206,2005-12-30,TMIN,-70
CA006111467,2006-11-04,TMAX,40
CA006127890,2008-04-18,TMIN,80
CA006127890,2008-04-18,TMAX,225
CA006119274,2006-05-16,TMAX,165
CA006147229,2006-04-15,TMAX,110
CA006116679,2013-08-23,TMAX,220
CA006116679,2013-08-23,TMIN,100
CA006119500,2012-02-22,TMAX,26
CA006119500,2012-02-22,TMIN,-16
CA006147229,2006-04-15,TMIN,35
CA006119500,2010-10-24,TMAX,163
CA006111467,2012-11-03,TMAX,30
CA006116679,2006-11-06,TMAX,175
CA006128206,2006-01-31,TMIN,-20
CA006116679,2006-11-06,TMIN,-20
CA006111467,2012-11-03,TMIN,0
CA006111467,2006-11-04,TMIN,-10
CA006119500,2008-11-15,TMIN,3
CA006128206,2006-01-31,TMAX,-10
CA006119500,2014-04-27,TMAX,99
CA006128206,2005-02-14,TMAX,40
CA006111467,2012-08-01,TMAX,275
CA006116132,2005-05-06,TMAX,130
CA006119274,2005-01-08,TMIN,-40
CA006111467,2007-10-25,TMAX,155
CA006114979,2008-07-02,TMAX,255
CA006114979,2006-03-14,TMIN,-45
CA006119500,2011-05-12,TMAX,191
CA006114979,2008-07-02,TMIN,135
CA006116679,2012-06-08,TMIN,75
CA006116679,2012-06-08,TMAX,245
CA006119274,2005-09-26,TMIN,130
CA006111467,2007-09-23,TMAX,240
CA006119500,2011-05-12,TMIN,67
CA006116132,2006-04-09,TMIN,-25
CA006111467,2006-09-28,TMAX,100
CA006116132,2005-12-29,TMIN,5
CA006119500,2006-11-06,TMAX,146
CA006111467,2007-09-23,TMIN,50
CA006116132,2005-05-06,TMIN,20
CA006111467,2013-07-22,TMIN,105
CA006116679,2011-06-27,TMAX,230
CA006119500,2010-04-20,TMAX,143
CA006114979,2005-03-29,TMIN,-50
CA006119500,2010-01-01,TMIN,-122
CA006114979,2005-10-29,TMIN,-40
CA006111467,2006-04-24,TMAX,110
CA006147229,2005-04-12,TMIN,-20
CA006119500,2010-01-01,TMAX,-12
CA006116679,2013-01-23,TMIN,-290
CA006116679,2013-01-23,TMAX,-120
CA006119500,2010-07-29,TMIN,144
CA006111467,2006-04-24,TMIN,50
CA006119500,2010-07-29,TMAX,221
CA006128206,2005-03-24,TMAX,40
CA006119500,2010-04-20,TMIN,-5
CA006119500,2013-07-13,TMIN,131
CA006114979,2005-10-29,TMAX,130
CA006116132,2005-12-28,TMIN,-5
CA006116132,2005-12-28,TMAX,25
CA006116679,2011-06-27,TMIN,70
CA006114979,2005-03-29,TMAX,145
CA006127890,2005-01-17,TMIN,-130
CA006119500,2006-11-06,TMIN,-2
CA006116679,2012-07-02,TMIN,75
CA006119500,2005-03-01,TMAX,-17
CA006119500,2008-05-06,TMAX,121
CA006119500,2008-05-06,TMIN,18
CA006119500,2009-09-13,TMIN,106
CA006119500,2009-09-13,TMAX,201
CA006127890,2008-08-17,TMIN,185
CA006116679,2012-10-11,TMIN,-5
CA006116679,2012-10-11,TMAX,75
CA006119500,2007-04-26,TMAX,115
CA006119500,2006-11-04,TMIN,-7
CA006119500,2007-04-26,TMIN,25
CA006119500,2005-09-10,TMIN,65
CA006119500,2006-11-04,TMAX,36
CA006127890,2008-08-17,TMAX,255
CA006119500,2005-09-10,TMAX,231
CA006114979,2011-12-02,TMAX,20
CA006119500,2005-03-01,TMIN,-75
CA006127890,2005-01-17,TMAX,-95
CA006114979,2015-02-14,TMIN,-180
CA006116132,2006-05-25,TMIN,105
CA006114979,2008-09-05,TMAX,225
CA006114979,2008-09-05,TMIN,105
CA006119500,2008-09-25,TMAX,239
CA006116132,2007-09-02,TMIN,130
CA006116132,2005-04-28,TMAX,60
CA006111467,2013-07-22,TMAX,270
CA006116132,2005-04-28,TMIN,30
CA006114979,2006-10-05,TMAX,125
CA006114979,2006-10-05,TMIN,-10
CA006116132,2007-09-02,TMAX,265
CA006119500,2006-04-23,TMIN,46
CA006119500,2006-04-23,TMAX,95
CA006119500,2011-06-28,TMAX,204
CA006119500,2011-06-28,TMIN,105
CA006111467,2006-09-28,TMIN,75
CA006116679,2012-07-02,TMAX,275
CA006116132,2006-05-25,TMAX,255
CA006114979,2015-02-14,TMAX,-95
CA006114979,2006-06-05,TMAX,260
CA006119500,2005-07-30,TMAX,249
CA006114979,2006-06-05,TMIN,60
CA006128206,2005-10-03,TMIN,160
CA006114979,2005-07-24,TMAX,265
CA006119500,2009-09-14,TMIN,153
CA006111467,2005-05-30,TMIN,35
CA006114979,2005-07-24,TMIN,120
CA006116679,2011-06-28,TMAX,220
CA006116679,2011-06-28,TMIN,130
CA006128206,2005-10-03,TMAX,260
CA006116132,2007-11-09,TMAX,75
CA006127890,2008-03-26,TMAX,40
CA006114979,2005-06-05,TMAX,310
CA006116132,2007-11-09,TMIN,10
CA006127890,2008-03-26,TMIN,-10
CA006114979,2014-05-30,TMIN,70
CA006127890,2008-02-16,TMAX,-30
CA006114979,2014-05-30,TMAX,235
CA006114979,2006-03-14,TMAX,-25
CA006114979,2005-10-15,TMIN,80
CA006111467,2006-08-01,TMAX,345
CA006114979,2013-10-02,TMIN,155
CA006119274,2005-12-21,TMAX,-30
CA006111467,2012-08-01,TMIN,150
CA006128206,2005-02-14,TMIN,-60
CA006119500,2006-03-16,TMAX,-5
CA006114979,2012-09-12,TMAX,270
CA006114979,2012-09-12,TMIN,140
CA006127890,2008-12-29,TMAX,30
CA006116679,2013-04-10,TMAX,30
CA006111467,2011-12-29,TMAX,-5
CA006127890,2008-12-29,TMIN,-10
CA006119500,2012-06-08,TMIN,116
CA006119500,2009-12-16,TMAX,-40
CA006119500,2012-06-08,TMAX,233
CA006116679,2013-04-10,TMIN,10
CA006111467,2011-12-29,TMIN,-175
CA006119500,2009-09-14,TMAX,204
CA006114979,2005-06-05,TMIN,155
CA006114979,2013-10-02,TMAX,215
CA006119274,2005-12-21,TMIN,-135
CA006111467,2006-08-01,TMIN,240
CA006147229,2005-08-19,TMIN,145
CA006147229,2005-08-19,TMAX,220
CA006127890,2008-02-16,TMIN,-95
CA006119500,2008-04-05,TMIN,-20
CA006116132,2007-07-10,TMAX,305
CA006116132,2007-07-10,TMIN,165
CA006114979,2013-11-14,TMIN,-30
CA006114979,2012-12-03,TMAX,150
CA006114979,2012-12-03,TMIN,35
CA006114979,2010-03-29,TMAX,70
CA006114979,2010-03-29,TMIN,5
CA006114979,2011-04-15,TMAX,80
CA006114979,2011-04-15,TMIN,-40
CA006119500,2008-04-05,TMAX,149
CA006119500,2007-04-22,TMIN,112
CA006119500,2007-04-22,TMAX,248
CA006119500,2005-07-30,TMIN,70
CA006114979,2013-11-14,TMAX,45
CA006128206,2005-03-24,TMIN,-10
CA006119500,2013-07-13,TMAX,269
CA006111467,2005-12-11,TMIN,-60
CA006119500,2009-08-18,TMIN,134
CA006111467,2006-05-25,TMIN,115
CA006119500,2012-10-11,TMIN,37
CA006119500,2014-04-27,TMIN,13
CA006111467,2007-11-07,TMIN,0
CA006111467,2007-11-07,TMAX,35
CA006119500,2010-10-20,TMIN,18
CA006119500,2012-10-11,TMAX,85
CA006111467,2005-12-11,TMAX,-25
CA006111467,2009-10-28,TMAX,120
CA006147229,2005-06-30,TMAX,300
CA006119500,2006-03-16,TMIN,-52
CA006147229,2005-04-12,TMAX,90
CA006119500,2009-08-18,TMAX,253
CA006119500,2010-10-20,TMAX,152
CA006111467,2009-10-28,TMIN,45
CA006114979,2005-04-26,TMIN,15
CA006116679,2013-09-09,TMAX,220
CA006114979,2005-04-26,TMAX,105
CA006111467,2006-05-25,TMAX,250
CA006116132,2005-12-29,TMAX,15
CA006114979,2011-04-14,TMIN,5
CA006147229,2005-06-30,TMIN,175
CA006119500,2012-04-17,TMIN,-48
CA006114979,2008-01-29,TMAX,70
CA006119274,2005-03-29,TMIN,-25
CA006111467,2008-08-23,TMIN,210
CA006111467,2011-11-26,TMIN,80
CA006111467,2011-11-26,TMAX,125
CA006116679,2013-07-13,TMIN,100
CA006116679,2005-02-17,TMAX,-45
CA006128206,2006-07-24,TMAX,270
CA006128206,2006-07-24,TMIN,90
CA006116679,2005-02-17,TMIN,-150
CA006128206,2005-04-03,TMIN,0
CA006116679,2013-05-02,TMIN,95
CA006114979,2006-11-29,TMIN,65
CA006114979,2006-11-29,TMAX,155
CA006116679,2006-03-18,TMIN,-110
CA006116132,2005-01-01,TMAX,10
CA006116132,2005-01-01,TMIN,-20
CA006116679,2013-07-12,TMIN,90
CA006119500,2013-09-07,TMAX,193
CA006116679,2013-07-13,TMAX,270
CA006128206,2006-07-15,TMIN,190
CA006111467,2005-12-08,TMAX,-30
CA006119274,2006-01-18,TMAX,0
CA006119500,2008-11-18,TMIN,-134
CA006114979,2006-08-08,TMAX,230
CA006119500,2006-01-05,TMIN,-79
CA006114979,2013-03-10,TMAX,115
CA006128206,2005-04-03,TMAX,80
CA006127890,2010-07-18,TMIN,155
CA006114979,2013-03-10,TMIN,15
CA006119500,2006-01-05,TMAX,24
CA006119274,2006-01-18,TMIN,-30
CA006127890,2008-11-03,TMAX,165
CA006127890,2008-11-03,TMIN,25
CA006111467,2006-10-18,TMAX,145
CA006147229,2006-03-21,TMIN,-110
CA006128206,2006-07-15,TMAX,280
CA006147229,2006-03-21,TMAX,-25
CA006111467,2006-10-18,TMIN,95
CA006114979,2006-06-21,TMIN,75
CA006114979,2006-08-08,TMIN,95
CA006114979,2012-07-26,TMIN,190
CA006119500,2010-06-05,TMIN,134
CA006119500,2011-12-27,TMAX,37
CA006111467,2012-03-18,TMIN,100
CA006119500,2007-11-09,TMAX,60
CA006119500,2007-11-09,TMIN,7
CA006128206,2006-01-03,TMAX,20
CA006119274,2005-06-16,TMIN,110
CA006119274,2005-06-16,TMAX,155
CA006116679,2013-12-17,TMIN,-250
CA006116679,2013-12-17,TMAX,-60
CA006119500,2007-05-20,TMIN,15
CA006116132,2006-12-03,TMAX,-20
CA006119500,2007-05-20,TMAX,104
CA006119500,2006-04-24,TMAX,107
CA006116132,2006-12-03,TMIN,-30
CA006119500,2006-04-24,TMIN,49
CA006119500,2007-08-28,TMAX,273
CA006111467,2012-03-18,TMAX,245
CA006114979,2012-07-26,TMAX,220
CA006119500,2010-06-05,TMAX,182
CA006147229,2006-07-27,TMIN,190
CA006119500,2013-09-07,TMIN,143
CA006116679,2013-07-12,TMAX,255
CA006116679,2006-03-18,TMAX,-50
CA006114979,2011-05-28,TMIN,115
CA006114979,2009-12-16,TMAX,-60
CA006114979,2009-12-16,TMIN,-85
CA006114979,2011-05-28,TMAX,175
CA006114979,2008-01-29,TMIN,-10
CA006114979,2015-03-11,TMAX,60
CA006114979,2015-03-11,TMIN,-15
CA006119500,2005-06-03,TMIN,107
CA006127890,2007-04-25,TMAX,120
CA006128206,2005-08-06,TMAX,265
CA006127890,2007-04-25,TMIN,30
CA006119274,2005-03-29,TMAX,110
CA006128206,2005-08-06,TMIN,80
CA006147229,2006-07-27,TMAX,280
CA006119500,2011-12-27,TMIN,-65
CA006114979,2006-08-25,TMAX,160
CA006114979,2006-06-21,TMAX,245
CA006116679,2006-08-18,TMAX,265
CA006119500,2011-02-22,TMIN,-146
CA006119500,2008-11-02,TMIN,-61
CA006116679,2011-12-29,TMAX,-45
CA006116132,2007-01-19,TMAX,-15
CA006116132,2007-01-19,TMIN,-55
CA006116679,2011-12-29,TMIN,-200
CA006119500,2009-05-17,TMIN,9
CA006127890,2009-04-08,TMAX,60
CA006119500,2009-05-17,TMAX,86
CA006116679,2013-10-31,TMIN,50
CA006119500,2011-06-27,TMIN,105
CA006119500,2008-11-02,TMAX,84
CA006111467,2009-06-11,TMIN,60
CA006119500,2007-07-10,TMAX,304
CA006119500,2007-07-10,TMIN,161
CA006147229,2005-12-24,TMAX,40
CA006114979,2009-08-07,TMIN,60
CA006119500,2011-02-22,TMAX,-68
CA006147229,2005-12-24,TMIN,-5
CA006119500,2007-12-31,TMAX,6
CA006119500,2013-09-09,TMAX,221
CA006116679,2005-03-13,TMAX,-55
CA006114979,2013-11-23,TMAX,-30
CA006111467,2013-01-23,TMIN,-230
CA006111467,2013-01-23,TMAX,-100
CA006111467,2005-03-01,TMIN,-60
CA006111467,2005-03-01,TMAX,-30
CA006114979,2011-03-30,TMIN,-100
CA006147229,2005-08-09,TMIN,190
CA006116132,2005-09-10,TMIN,100
CA006147229,2005-08-09,TMAX,300
CA006114979,2006-10-17,TMIN,75
CA006116132,2005-09-10,TMAX,245
CA006114979,2006-10-17,TMAX,115
CA006127890,2009-04-08,TMIN,-15
CA006114979,2014-07-23,TMAX,190
CA006119500,2007-12-31,TMIN,-54
CA006147229,2006-06-15,TMIN,120
CA006147229,2006-06-15,TMAX,240
CA006116679,2013-05-02,TMAX,240
CA006114979,2008-05-22,TMIN,35
CA006119274,2005-06-11,TMAX,325
CA006119500,2009-01-21,TMAX,-21
CA006111467,2005-12-08,TMIN,-95
CA006116679,2006-05-25,TMAX,225
CA006116679,2006-05-25,TMIN,115
CA006114979,2013-01-25,TMAX,-100
CA006114979,2013-01-25,TMIN,-175
CA006111467,2006-12-03,TMAX,-20
